Deployment.Location.ID,Species,Species_Label,Week_Label,Week_Start,Bear_Detections,Effort,log_effort,mean_ndvi,mean_ndvi_scaled,elevation,elevation_scaled,canopy,canopy_scaled,dist_trail,prox_trail,prox_trail_scaled,rec_week,rec_week_scaled,season,trail_status
BLT45,Ursus americanus,Black bear,2023-W35,2023-08-30,0,7,1.945910149,0.1218,-0.822841034,2415,1.838737614,0,-0.809920389,667.4781368,0.263169683,-2.656140012,0,-0.66018326,after,NA
BLT04,Ursus americanus,Black bear,2023-W35,2023-08-30,0,7,1.945910149,0.7861,1.456828291,969,-1.331129686,95.18,1.684296486,0,1,0.692933393,11528.57143,2.521373807,after,open
BLT34,Ursus americanus,Black bear,2023-W35,2023-08-30,0,7,1.945910149,0.6245,0.902267757,1661,0.18584692,0,-0.809920389,0,1,0.692933393,57.14285714,0.721920167,after,closed
BLT14,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.6685,1.053261962,1115,-1.011073928,38.37,0.195575529,26.7583801,0.947890054,0.456080986,0,-0.66018326,after,NA
BLT27,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.624,0.900551914,1648,0.157348804,0,-0.809920389,104.358897,0.811624249,-0.163280317,0,-0.66018326,after,NA
BLT42,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.4521,0.310645009,2208,1.38495993,0,-0.809920389,0,1,0.692933393,0,-0.66018326,after,closed
BLT18,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.4215,0.205635403,1828,0.551938095,0,-0.809920389,284.8342121,0.565712984,-1.281006956,0,-0.66018326,after,NA
BLT05,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.8027,1.513794287,1072,-1.105336925,90.05,1.54986349,216.3632622,0.648737882,-0.90363856,0,-0.66018326,after,NA
BLT22,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,-0.3,-2.270326389,1661,0.18584692,0,-0.809920389,0,1,0.692933393,57.14285714,0.721920167,after,closed
BLT09,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.7161,1.216610238,1082,-1.083415298,89.18,1.527064912,168.2628298,0.714247556,-0.605881121,0,-0.66018326,after,NA
BLT17,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.5626,0.689846364,1286,-0.636214102,23.83,-0.185448986,0,1,0.692933393,57.14285714,0.721920167,after,closed
BLT29,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.5438,0.625330658,2098,1.14382203,0,-0.809920389,0,1,0.692933393,0,-0.66018326,after,closed
BLT10,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.2638,-0.335541554,994,-1.276325618,12.56,-0.480782293,0,1,0.692933393,71.42857143,0.796656163,after,open
BLT03,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.7809,1.438983522,916,-1.44731431,97.74,1.751381958,0,1,0.692933393,12200,2.540628723,after,open
BLT07,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.2756,-0.295047654,987,-1.291670757,88.64,1.51291407,0,1,0.692933393,6871.428571,2.345367387,after,open
BLT06,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.7022,1.168909796,990,-1.285094269,23.83,-0.185448986,223.5797458,0.639441915,-0.945890996,0,-0.66018326,after,NA
BLT12,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.7226,1.2389162,1070,-1.109721251,26.12,-0.125438935,68.86518512,0.871333598,0.10811323,0,-0.66018326,after,NA
BLT19,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.694,1.140769967,1579,0.006089576,87.46,1.48199186,0,1,0.692933393,0,-0.66018326,after,closed
BLT32,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.321,-0.139249088,2195,1.356461814,0,-0.809920389,418.0561481,0.433392153,-1.882437391,0,-0.66018326,after,NA
BLT35,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.4535,0.31544937,1683,0.234074499,0,-0.809920389,118.039547,0.78971821,-0.262848604,0,-0.66018326,after,NA
BLT37,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.2254,-0.467318315,1900,0.709773811,0,-0.809920389,55.2384562,0.895407003,0.217532725,0,-0.66018326,after,NA
BLT08,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.7887,1.465750676,1073,-1.103144763,77.53,1.221773605,259.0303361,0.595674637,-1.144823942,0,-0.66018326,after,NA
BLT24,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.2663,-0.326962338,2063,1.067096335,0,-0.809920389,566.6766482,0.321951844,-2.388960758,0,-0.66018326,after,NA
BLT28,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.5835,0.761568611,1960,0.841303574,78.52,1.247716814,0,1,0.692933393,0,-0.66018326,after,closed
BLT38,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.2566,-0.360249697,2083,1.110939589,0,-0.809920389,147.6060204,0.744373733,-0.468950303,0,-0.66018326,after,NA
BLT40,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.6528,0.999384484,2090,1.126284728,0,-0.809920389,0,1,0.692933393,0,-0.66018326,after,closed
BLT02,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.8028,1.514137455,974,-1.320168872,90.05,1.54986349,337.1061606,0.50955763,-1.536246729,0,-0.66018326,after,NA
BLT44,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.0893,-0.934370844,2431,1.873812217,0,-0.809920389,0,1,0.692933393,0,-0.66018326,after,closed
BLT20,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.441,0.272553289,1651,0.163925292,0,-0.809920389,0,1,0.692933393,14.28571429,0.267449919,after,closed
BLT01,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.7622,1.374810984,842,-1.609534352,90.97,1.573972331,0,1,0.692933393,13485.71429,2.574710022,after,open
BLT16,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.5946,0.799660331,1138,-0.960654185,23.78,-0.186759249,176.4664684,0.702624312,-0.658711598,0,-0.66018326,after,closed
BLT21,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.2123,-0.512273408,1647,0.155156641,0,-0.809920389,0,1,0.692933393,57.14285714,0.721920167,after,closed
BLT23,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,-0.0588,-1.442603611,1875,0.654969743,0,-0.809920389,0,1,0.692933393,0,-0.66018326,after,closed
BLT25,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.7842,1.450308087,1663,0.190231245,49.92,0.49824631,0,1,0.692933393,57.14285714,0.721920167,after,closed
BLT26,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.624,0.900551914,1762,0.407255355,0,-0.809920389,0,1,0.692933393,0,-0.66018326,after,closed
BLT30,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.7142,1.210090034,1826,0.547553769,23.83,-0.185448986,429.5494173,0.423543593,-1.927201495,0,-0.66018326,after,NA
BLT31,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.7068,1.184695554,1650,0.16173313,87.46,1.48199186,0,1,0.692933393,28.57142857,0.491928861,after,closed
BLT33,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.5257,0.563217133,1664,0.192423408,0,-0.809920389,0,1,0.692933393,0,-0.66018326,after,closed
BLT36,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.0027,-1.231554893,1730,0.337106148,0,-0.809920389,0,1,0.692933393,0,-0.66018326,after,closed
BLT43,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.2442,-0.402802609,2174,1.310426397,0,-0.809920389,191.9369272,0.681217354,-0.756011439,0,-0.66018326,after,NA
BLT45,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.1218,-0.822841034,2415,1.838737614,0,-0.809920389,667.4781368,0.263169683,-2.656140012,0,-0.66018326,after,NA
BLT04,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.7861,1.456828291,969,-1.331129686,95.18,1.684296486,0,1,0.692933393,11528.57143,2.521373807,after,open
BLT34,Ursus arctos,Grizzly bear,2023-W35,2023-08-30,0,7,1.945910149,0.6245,0.902267757,1661,0.18584692,0,-0.809920389,0,1,0.692933393,57.14285714,0.721920167,after,closed
BLT14,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.722,1.236857188,1115,-1.011073928,38.37,0.195575529,26.7583801,0.947890054,0.456080986,0,-0.66018326,before,NA
BLT27,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.6305,0.922857876,1648,0.157348804,0,-0.809920389,104.358897,0.811624249,-0.163280317,0,-0.66018326,before,NA
BLT42,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.3643,0.009342936,2208,1.38495993,0,-0.809920389,0,1,0.692933393,0,-0.66018326,before,closed
BLT18,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.368,0.022040176,1828,0.551938095,0,-0.809920389,284.8342121,0.565712984,-1.281006956,0,-0.66018326,before,NA
BLT05,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.8039,1.51791231,1072,-1.105336925,90.05,1.54986349,216.3632622,0.648737882,-0.90363856,0,-0.66018326,before,NA
BLT22,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,-0.0264,-1.331416969,1661,0.18584692,0,-0.809920389,0,1,0.692933393,100,0.90977148,before,closed
BLT09,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.6547,1.005904688,1082,-1.083415298,89.18,1.527064912,168.2628298,0.714247556,-0.605881121,0,-0.66018326,before,NA
BLT17,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.3171,-0.152632665,1286,-0.636214102,23.83,-0.185448986,0,1,0.692933393,57.14285714,0.721920167,before,closed
BLT29,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.46,0.337755332,2098,1.14382203,0,-0.809920389,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT10,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.3156,-0.157780195,994,-1.276325618,12.56,-0.480782293,0,1,0.692933393,100,0.90977148,before,open
BLT03,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.7949,1.487027132,916,-1.44731431,97.74,1.751381958,0,1,0.692933393,11800,2.529289407,before,open
BLT07,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.6306,0.923201044,987,-1.291670757,88.64,1.51291407,0,1,0.692933393,5842.857143,2.29021579,before,open
BLT06,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.6922,1.134592931,990,-1.285094269,23.83,-0.185448986,223.5797458,0.639441915,-0.945890996,0,-0.66018326,before,NA
BLT12,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.6257,0.906385781,1070,-1.109721251,26.12,-0.125438935,68.86518512,0.871333598,0.10811323,0,-0.66018326,before,NA
BLT19,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.6461,0.976392185,1579,0.006089576,87.46,1.48199186,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT32,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.302,-0.204451131,2195,1.356461814,0,-0.809920389,418.0561481,0.433392153,-1.882437391,0,-0.66018326,before,NA
BLT35,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.2472,-0.39250755,1683,0.234074499,0,-0.809920389,118.039547,0.78971821,-0.262848604,0,-0.66018326,before,NA
BLT37,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.1022,-0.890102089,1900,0.709773811,0,-0.809920389,55.2384562,0.895407003,0.217532725,0,-0.66018326,before,NA
BLT08,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.7388,1.294509521,1073,-1.103144763,77.53,1.221773605,259.0303361,0.595674637,-1.144823942,0,-0.66018326,before,NA
BLT24,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.2952,-0.227786599,2063,1.067096335,0,-0.809920389,566.6766482,0.321951844,-2.388960758,0,-0.66018326,before,NA
BLT28,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.6415,0.960606427,1960,0.841303574,78.52,1.247716814,0,1,0.692933393,0,-0.66018326,before,closed
BLT38,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.2424,-0.408979645,2083,1.110939589,0,-0.809920389,147.6060204,0.744373733,-0.468950303,0,-0.66018326,before,NA
BLT40,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.4217,0.20632174,2090,1.126284728,0,-0.809920389,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT02,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.767,1.39128308,974,-1.320168872,90.05,1.54986349,337.1061606,0.50955763,-1.536246729,0,-0.66018326,before,NA
BLT44,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.1204,-0.827645395,2431,1.873812217,0,-0.809920389,0,1,0.692933393,0,-0.66018326,before,closed
BLT20,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.4557,0.32299908,1651,0.163925292,0,-0.809920389,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT01,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.7925,1.478791085,842,-1.609534352,90.97,1.573972331,0,1,0.692933393,12785.71429,2.556579172,before,open
BLT16,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.5344,0.593072806,1138,-0.960654185,23.78,-0.186759249,176.4664684,0.702624312,-0.658711598,0,-0.66018326,before,closed
BLT21,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.4444,0.284221023,1647,0.155156641,0,-0.809920389,0,1,0.692933393,57.14285714,0.721920167,before,closed
BLT23,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.0418,-1.097375952,1875,0.654969743,0,-0.809920389,0,1,0.692933393,14.28571429,0.267449919,before,closed
BLT25,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.7801,1.436238172,1663,0.190231245,49.92,0.49824631,0,1,0.692933393,85.71428571,0.857893953,before,closed
BLT26,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.6362,0.942418489,1762,0.407255355,0,-0.809920389,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT30,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.6894,1.124984209,1826,0.547553769,23.83,-0.185448986,429.5494173,0.423543593,-1.927201495,0,-0.66018326,before,NA
BLT31,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.6237,0.899522408,1650,0.16173313,87.46,1.48199186,0,1,0.692933393,171.4285714,1.091719059,before,closed
BLT33,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.4309,0.237893255,1664,0.192423408,0,-0.809920389,0,1,0.692933393,42.85714286,0.6260022,before,closed
BLT36,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.0075,-1.215082798,1730,0.337106148,0,-0.809920389,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT43,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.4359,0.255051688,2174,1.310426397,0,-0.809920389,191.9369272,0.681217354,-0.756011439,0,-0.66018326,before,NA
BLT45,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.1453,-0.742196402,2415,1.838737614,0,-0.809920389,667.4781368,0.263169683,-2.656140012,0,-0.66018326,before,NA
BLT04,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.7937,1.482909108,969,-1.331129686,95.18,1.684296486,0,1,0.692933393,11385.71429,2.517132522,before,open
BLT34,Ursus americanus,Black bear,2023-W36,2023-09-06,0,7,1.945910149,0.5754,0.733771951,1661,0.18584692,0,-0.809920389,0,1,0.692933393,85.71428571,0.857893953,before,closed
BLT14,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.722,1.236857188,1115,-1.011073928,38.37,0.195575529,26.7583801,0.947890054,0.456080986,0,-0.66018326,before,NA
BLT27,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.6305,0.922857876,1648,0.157348804,0,-0.809920389,104.358897,0.811624249,-0.163280317,0,-0.66018326,before,NA
BLT42,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.3643,0.009342936,2208,1.38495993,0,-0.809920389,0,1,0.692933393,0,-0.66018326,before,closed
BLT18,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.368,0.022040176,1828,0.551938095,0,-0.809920389,284.8342121,0.565712984,-1.281006956,0,-0.66018326,before,NA
BLT05,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.8039,1.51791231,1072,-1.105336925,90.05,1.54986349,216.3632622,0.648737882,-0.90363856,0,-0.66018326,before,NA
BLT22,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,-0.0264,-1.331416969,1661,0.18584692,0,-0.809920389,0,1,0.692933393,100,0.90977148,before,closed
BLT09,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.6547,1.005904688,1082,-1.083415298,89.18,1.527064912,168.2628298,0.714247556,-0.605881121,0,-0.66018326,before,NA
BLT17,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.3171,-0.152632665,1286,-0.636214102,23.83,-0.185448986,0,1,0.692933393,57.14285714,0.721920167,before,closed
BLT29,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,1,7,1.945910149,0.46,0.337755332,2098,1.14382203,0,-0.809920389,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT10,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,1,7,1.945910149,0.3156,-0.157780195,994,-1.276325618,12.56,-0.480782293,0,1,0.692933393,100,0.90977148,before,open
BLT03,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.7949,1.487027132,916,-1.44731431,97.74,1.751381958,0,1,0.692933393,11800,2.529289407,before,open
BLT07,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.6306,0.923201044,987,-1.291670757,88.64,1.51291407,0,1,0.692933393,5842.857143,2.29021579,before,open
BLT06,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.6922,1.134592931,990,-1.285094269,23.83,-0.185448986,223.5797458,0.639441915,-0.945890996,0,-0.66018326,before,NA
BLT12,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.6257,0.906385781,1070,-1.109721251,26.12,-0.125438935,68.86518512,0.871333598,0.10811323,0,-0.66018326,before,NA
BLT19,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.6461,0.976392185,1579,0.006089576,87.46,1.48199186,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT32,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.302,-0.204451131,2195,1.356461814,0,-0.809920389,418.0561481,0.433392153,-1.882437391,0,-0.66018326,before,NA
BLT35,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.2472,-0.39250755,1683,0.234074499,0,-0.809920389,118.039547,0.78971821,-0.262848604,0,-0.66018326,before,NA
BLT37,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.1022,-0.890102089,1900,0.709773811,0,-0.809920389,55.2384562,0.895407003,0.217532725,0,-0.66018326,before,NA
BLT08,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.7388,1.294509521,1073,-1.103144763,77.53,1.221773605,259.0303361,0.595674637,-1.144823942,0,-0.66018326,before,NA
BLT24,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.2952,-0.227786599,2063,1.067096335,0,-0.809920389,566.6766482,0.321951844,-2.388960758,0,-0.66018326,before,NA
BLT28,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,1,7,1.945910149,0.6415,0.960606427,1960,0.841303574,78.52,1.247716814,0,1,0.692933393,0,-0.66018326,before,closed
BLT38,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.2424,-0.408979645,2083,1.110939589,0,-0.809920389,147.6060204,0.744373733,-0.468950303,0,-0.66018326,before,NA
BLT40,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.4217,0.20632174,2090,1.126284728,0,-0.809920389,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT02,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.767,1.39128308,974,-1.320168872,90.05,1.54986349,337.1061606,0.50955763,-1.536246729,0,-0.66018326,before,NA
BLT44,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,1,7,1.945910149,0.1204,-0.827645395,2431,1.873812217,0,-0.809920389,0,1,0.692933393,0,-0.66018326,before,closed
BLT20,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.4557,0.32299908,1651,0.163925292,0,-0.809920389,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT01,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.7925,1.478791085,842,-1.609534352,90.97,1.573972331,0,1,0.692933393,12785.71429,2.556579172,before,open
BLT16,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.5344,0.593072806,1138,-0.960654185,23.78,-0.186759249,176.4664684,0.702624312,-0.658711598,0,-0.66018326,before,closed
BLT21,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.4444,0.284221023,1647,0.155156641,0,-0.809920389,0,1,0.692933393,57.14285714,0.721920167,before,closed
BLT23,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.0418,-1.097375952,1875,0.654969743,0,-0.809920389,0,1,0.692933393,14.28571429,0.267449919,before,closed
BLT25,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.7801,1.436238172,1663,0.190231245,49.92,0.49824631,0,1,0.692933393,85.71428571,0.857893953,before,closed
BLT26,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.6362,0.942418489,1762,0.407255355,0,-0.809920389,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT30,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.6894,1.124984209,1826,0.547553769,23.83,-0.185448986,429.5494173,0.423543593,-1.927201495,0,-0.66018326,before,NA
BLT31,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.6237,0.899522408,1650,0.16173313,87.46,1.48199186,0,1,0.692933393,171.4285714,1.091719059,before,closed
BLT33,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.4309,0.237893255,1664,0.192423408,0,-0.809920389,0,1,0.692933393,42.85714286,0.6260022,before,closed
BLT36,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.0075,-1.215082798,1730,0.337106148,0,-0.809920389,0,1,0.692933393,28.57142857,0.491928861,before,closed
BLT43,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.4359,0.255051688,2174,1.310426397,0,-0.809920389,191.9369272,0.681217354,-0.756011439,0,-0.66018326,before,NA
BLT45,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.1453,-0.742196402,2415,1.838737614,0,-0.809920389,667.4781368,0.263169683,-2.656140012,0,-0.66018326,before,NA
BLT04,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.7937,1.482909108,969,-1.331129686,95.18,1.684296486,0,1,0.692933393,11385.71429,2.517132522,before,open
BLT34,Ursus arctos,Grizzly bear,2023-W36,2023-09-06,0,7,1.945910149,0.5754,0.733771951,1661,0.18584692,0,-0.809920389,0,1,0.692933393,85.71428571,0.857893953,before,closed
BLT14,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.722,1.236857188,1115,-1.011073928,38.37,0.195575529,26.7583801,0.947890054,0.456080986,0,-0.66018326,before,NA
BLT27,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.6305,0.922857876,1648,0.157348804,0,-0.809920389,104.358897,0.811624249,-0.163280317,0,-0.66018326,before,NA
BLT42,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.3643,0.009342936,2208,1.38495993,0,-0.809920389,0,1,0.692933393,0,-0.66018326,before,closed
BLT18,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.368,0.022040176,1828,0.551938095,0,-0.809920389,284.8342121,0.565712984,-1.281006956,0,-0.66018326,before,NA
BLT05,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.8039,1.51791231,1072,-1.105336925,90.05,1.54986349,216.3632622,0.648737882,-0.90363856,0,-0.66018326,before,NA
BLT22,Ursus americanus,Black bear,2023-W37,2023-09-13,1,7,1.945910149,-0.0264,-1.331416969,1661,0.18584692,0,-0.809920389,0,1,0.692933393,0,-0.66018326,before,closed
BLT09,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.6547,1.005904688,1082,-1.083415298,89.18,1.527064912,168.2628298,0.714247556,-0.605881121,0,-0.66018326,before,NA
BLT17,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.3171,-0.152632665,1286,-0.636214102,23.83,-0.185448986,0,1,0.692933393,0,-0.66018326,before,closed
BLT29,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.46,0.337755332,2098,1.14382203,0,-0.809920389,0,1,0.692933393,0,-0.66018326,before,closed
BLT10,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.3156,-0.157780195,994,-1.276325618,12.56,-0.480782293,0,1,0.692933393,100,0.90977148,before,open
BLT03,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.7949,1.487027132,916,-1.44731431,97.74,1.751381958,0,1,0.692933393,11871.42857,2.531342205,before,open
BLT07,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.6306,0.923201044,987,-1.291670757,88.64,1.51291407,0,1,0.692933393,6042.857143,2.301663186,before,open
BLT06,Ursus americanus,Black bear,2023-W37,2023-09-13,0,7,1.945910149,0.6922,1.134592931,990,-1.285094269,23.83,-0.185448986,223.5797458,0.639441915,-0.945890996,0,-0.66018326,before,NA
